Código de Entidad;Descripción de Entidad;Fecha de Información;Nombre completo del Préstamo Personal;Nombre corto del Préstamo Personal;Denominación;Monto máximo otorgable;Monto mínimo otorgable;Plazo máximo otorgable;Ingreso mínimo mensual solicitado;Antigüedad laboral mínima (meses);Edad máxima solicitada;Relación cuota/ingreso (%);Beneficiario;Cargo máximo por cancelación anticipada;Tasa efectiva anual máxima;Tipo de Tasa;Costo financiero efectivo total máximo;Cuota inicial a plazo máximo cada $10.000;Territorio de validez de la oferta;Más información
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;189,11;Fija;257,20;1269,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;400000;40000;36;35000;12;75;45,00;Clientes con cuenta en la entidad;8,40;90,12;Fija;116,66;815,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;20000;1000;18;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;289,60;Fija;408,83;1674,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;189,11;Fija;257,20;1269,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Monotributistas;8,40;189,11;Fija;257,20;1269,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PRESTAMO EXPRESS;DD - PRESTAMO EXPRESS;Pesos;15000;1000;12;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;333,45;Fija;429,22;1969,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;189,11;Fija;257,20;1269,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas Monotributistas;8,40;112,91;Fija;148,07;930,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1540,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;20000;1000;18;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;289,60;Fija;408,83;1674,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas Monotributistas;8,40;112,91;Fija;148,07;930,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;12;0;12;75;45,00;Empleados públicos;8,40;166,17;Fija;223,74;1540,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;189,11;Fija;257,20;1269,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1540,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Empleados públicos;8,40;166,17;Fija;223,74;1540,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;166,17;Fija;223,74;1540,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1171,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PRESTAMO EXPRESS;DD - PRESTAMO EXPRESS;Pesos;15000;1000;12;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;333,45;Fija;429,22;1969,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;166,17;Fija;223,74;1171,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;400000;40000;36;22000;12;75;45,00;Clientes con cuenta en la entidad;8,40;112,91;Fija;148,07;930,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;189,11;Fija;257,20;1269,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1171,00;Provincia de Mendoza;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;20000;1000;18;0;12;75;45,00;Personas humanas Monotributistas;8,40;289,60;Fija;408,83;1704,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;189,11;Fija;257,20;1297,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Monotributistas;8,40;189,11;Fija;257,20;1297,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Empleados públicos;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;12;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Empleados públicos;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;166,17;Fija;223,74;1198,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;20000;1000;18;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;289,60;Fija;408,83;1773,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;36;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;400000;40000;36;22000;12;75;45,00;Clientes con cuenta en la entidad;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Empleados públicos;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;20000;1000;18;0;12;75;45,00;Personas humanas Monotributistas;8,40;289,60;Fija;408,83;1773,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas Monotributistas;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Monotributistas;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;36;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Monotributistas;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Clientes con cuenta en la entidad;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;400000;40000;36;35000;12;75;45,00;Personas humanas Monotributistas;8,40;90,12;Fija;116,66;860,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PRESTAMO EXPRESS;DD - PRESTAMO EXPRESS;Pesos;15000;1000;12;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;333,45;Fija;429,22;2062,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;PV - INICIAL SGTE;PV - INICIAL SGTE;Pesos;20000;1000;18;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;289,60;Fija;408,83;1773,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PRESTAMO EXPRESS;DD - PRESTAMO EXPRESS;Pesos;15000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;333,45;Fija;429,22;2062,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;400000;40000;36;22000;12;75;45,00;Empleados públicos;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;36;0;12;75;45,00;Empleados públicos;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Empleados públicos;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;400000;40000;36;35000;12;75;45,00;Personas humanas en relación de dependencia;8,40;90,12;Fija;116,66;860,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas en relación de dependencia;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;166,17;Fija;223,74;1263,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas en relación de dependencia;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PRESTAMO EXPRESS;DD - PRESTAMO EXPRESS;Pesos;15000;1000;12;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;333,45;Fija;429,22;2062,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;189,11;Fija;257,20;1361,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1598,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;400000;40000;36;35000;12;75;45,00;Clientes con cuenta en la entidad;8,40;90,12;Fija;116,66;860,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas Monotributistas;8,40;112,91;Fija;148,07;988,00;Provincia de San Luis;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1558,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;12;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1558,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;400000;40000;36;35000;12;75;45,00;Personas humanas en relación de dependencia;8,40;90,12;Fija;116,66;829,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;166,17;Fija;223,74;1198,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;400000;40000;36;35000;12;75;45,00;Empleados públicos;8,40;90,12;Fija;116,66;829,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;112,91;Fija;148,07;947,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO SGTE;DD - PAQ.CTA MTM ORO SGTE;Pesos;400000;40000;36;22000;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;112,91;Fija;148,07;947,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas en relación de dependencia;8,40;112,91;Fija;148,07;947,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO SGTE;DD - CUENTA SUELDO SGTE;Pesos;45000;1000;30;0;12;75;45,00;Personas humanas Monotributistas;8,40;189,11;Fija;257,20;1297,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;12;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;166,17;Fija;223,74;1558,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM PROMOCIONAL  CGTE;DD-PAQ.CTA MTM PROM CGTE;Pesos;400000;40000;36;35000;12;75;45,00;Personas humanas Monotributistas;8,40;90,12;Fija;116,66;829,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas Monotributistas;8,40;112,91;Fija;148,07;947,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Clientes con cuenta en la entidad;8,40;189,11;Fija;257,20;1297,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - CUENTA SUELDO CGTE;DD - CUENTA SUELDO CGTE;Pesos;45000;1000;30;0;12;75;45,00;Clientes que acrediten sueldos en la entidad;8,40;189,11;Fija;257,20;1297,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PRESTAMO EXPRESS;DD - PRESTAMO EXPRESS;Pesos;15000;1000;12;0;12;75;45,00;Personas humanas en relación de dependencia;8,40;333,45;Fija;429,22;1998,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM CGTE;DD - PAQ. CTA. MTM CGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1198,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM SGTE;DD - PAQ. CTA. MTM SGTE;Pesos;400000;1000;36;0;12;75;45,00;Personas humanas Monotributistas;8,40;166,17;Fija;223,74;1198,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM ORO CGTE;DD - PAQ.CTA MTM ORO CGTE;Pesos;400000;40000;36;22000;12;75;45,00;Personas humanas Responsables Inscriptos;8,40;112,91;Fija;148,07;947,00;Provincia de San Juan;
45056;MONTEMAR COMPAÑIA FINANCIERA S.A.;2019-12-05;DD - PAQ. CUENTA MTM PROMOCIONAL  SGTE;DD-PAQ.CTA MTM PROM SGTE;Pesos;400000;40000;36;35000;12;75;45,00;Personas humanas Monotributistas;8,40;90,12;Fija;116,66;860,00;Provincia de San Luis;
